record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
213,CUST0213,2024-09-10T16:40:00,2024-09-10,16:40:00,16,Tuesday,9,Fall,0,0,Residential,High,46-55,7,Northeast,Continental,Suburban,Solar,Smart_Meter,Fair,Apartment,1801,1990,Energy_Star,59.42,44.99,21.9,8.49,0.033,Tech_Heavy,Remote,Early_Bird,100,High_Usage,0.411,18,"TV,Dishwasher,Computer,Oven,Microwave,Washing_Machine,Gaming_Console,Refrigerator,Air_Conditioner,Dryer,Heater,Water_Heater",54.66,6.08,13.3,Energy consumption of 59.4 kWh for apartment with 7 occupants.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings
214,CUST0214,2024-06-09T18:46:00,2024-06-09,18:46:00,18,Sunday,6,Summer,1,0,Industrial,Very_High,56-65,5,Midwest,Subtropical,Urban,Solar,Smart_Meter,Fair,Warehouse,2323,1955,Energy_Star,97.74,61.29,23.28,19.55,0.0421,Eco_Conscious,Remote,Early_Bird,96.7,Extreme_High,0.052,20,"Computer,TV,Air_Conditioner,Water_Heater,Oven,Gaming_Console,Heater,Washing_Machine,Dryer,Dishwasher,Refrigerator,Microwave",89.92,13.76,18.9,Eco_Conscious lifestyle with 19.5 kWh per person during evening.,Excellent efficiency rating of 96.65961985943486 with Energy_Star certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings
215,CUST0215,2024-01-14T06:30:00,2024-01-14,06:30:00,6,Sunday,1,Winter,1,0,Small_Business,Medium,46-55,4,Northeast,Temperate,Suburban,Solar,Digital_Meter,Poor,Single_Family,2178,1955,LEED_Gold,27.72,21.34,9.63,6.93,0.0127,Eco_Conscious,Shift_Work,Irregular,100,Moderate_Usage,0.602,19,"Air_Conditioner,Dryer,Heater,Oven,TV,Refrigerator,Washing_Machine,Computer,Gaming_Console,Microwave,Dishwasher,Water_Heater",25.5,3.6,16.1,Energy consumption of 27.7 kWh for single_family with 4 occupants.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
216,CUST0216,2024-01-19T15:25:00,2024-01-19,15:25:00,15,Friday,1,Winter,0,0,Industrial,Very_High,26-35,1,West_Coast,Tropical,Suburban,Battery_Backup,Digital_Meter,Excellent,Townhouse,1742,2020,Energy_Star,52.49,36.09,15.83,52.49,0.0301,Tech_Heavy,Office,Irregular,70.0,Extreme_High,1.0,5,"Washing_Machine,Oven,Dryer,Computer,Microwave",48.29,6.79,18.7,Usage pattern indicates tech_heavy behavior with 52.5 kWh per person.,Good efficiency at 70.0 with room for improvement. Building constructed in 2020 with 5 appliances.,Consider solar panel installation
217,CUST0217,2024-03-08T09:46:00,2024-03-08,09:46:00,9,Friday,3,Spring,0,0,Industrial,Very_High,65+,6,Southwest,Subtropical,Rural,Solar,Digital_Meter,Excellent,Warehouse,2388,1985,LEED_Gold,166.42,127.41,63.06,27.74,0.0697,Tech_Heavy,Shift_Work,Early_Bird,97.5,Extreme_High,0.452,20,"Oven,Dryer,Heater,Gaming_Console,Refrigerator,Computer,Washing_Machine,Microwave,Water_Heater,Air_Conditioner,TV,Dishwasher",153.11,16.91,6.3,Usage pattern indicates tech_heavy behavior with 27.7 kWh per person.,Excellent efficiency rating of 97.53999999999999 with LEED_Gold certification. Building constructed in 1985 with 12 appliances.,Optimize HVAC system settings
218,CUST0218,2024-02-28T19:14:00,2024-02-28,19:14:00,19,Wednesday,2,Winter,0,0,Residential,Medium,46-55,5,Midwest,Temperate,Urban,Battery_Backup,Digital_Meter,Good,Warehouse,2359,2015,None,139.54,101.3,52.21,27.91,0.0592,Minimalist,Shift_Work,Irregular,80.1,Extreme_High,0.479,8,"Dishwasher,Air_Conditioner,Heater,Water_Heater,Refrigerator,Oven,Computer,Gaming_Console",128.37,20.31,8.1,Energy consumption of 139.5 kWh for warehouse with 5 occupants.,Excellent efficiency rating of 80.064 with None certification. Building constructed in 2015 with 8 appliances.,Optimize HVAC system settings
219,CUST0219,2024-12-28T14:48:00,2024-12-28,14:48:00,14,Saturday,12,Winter,1,0,Industrial,Low,26-35,6,Midwest,Subtropical,Urban,Solar,Digital_Meter,Poor,Single_Family,2674,1965,Energy_Star,176.04,139.13,53.38,29.34,0.0658,Average,Remote,Regular,92.6,Extreme_High,0.372,18,"Microwave,Heater,Dryer,Washing_Machine,TV,Computer,Dishwasher,Water_Heater,Air_Conditioner,Oven,Gaming_Console,Refrigerator",161.95,23.61,23.9,Usage pattern indicates average behavior with 29.3 kWh per person.,Excellent efficiency rating of 92.58666666666667 with Energy_Star certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
220,CUST0220,2024-03-15T00:45:00,2024-03-15,00:45:00,0,Friday,3,Spring,0,0,Residential,Low,36-45,6,Southwest,Subtropical,Suburban,Grid,Digital_Meter,Excellent,Warehouse,2594,2020,LEED_Gold,81.91,60.57,30.92,13.65,0.0316,Tech_Heavy,Office,Irregular,96.7,Extreme_High,0.342,14,"Water_Heater,Microwave,Heater,Refrigerator,Oven,Computer,TV,Dishwasher,Dryer,Air_Conditioner,Gaming_Console,Washing_Machine",75.36,11.39,13.1,Tech_Heavy lifestyle with 13.7 kWh per person during night.,Excellent efficiency rating of 96.7016320612765 with LEED_Gold certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings
221,CUST0221,2024-06-03T02:02:00,2024-06-03,02:02:00,2,Monday,6,Summer,0,0,Large_Business,Very_High,65+,3,West_Coast,Polar,Suburban,Solar,Smart_Meter,Fair,Office,2711,1975,LEED_Gold,83.45,57.56,26.24,27.82,0.0308,Tech_Heavy,Unemployed,Regular,91.4,Extreme_High,0.283,14,"Water_Heater,TV,Gaming_Console,Dishwasher,Refrigerator,Heater,Washing_Machine,Microwave,Oven,Computer,Dryer,Air_Conditioner",76.78,8.37,11.8,Tech_Heavy lifestyle with 27.8 kWh per person during night.,Excellent efficiency rating of 91.42666666666668 with LEED_Gold certification. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings
222,CUST0222,2024-10-24T18:45:00,2024-10-24,18:45:00,18,Thursday,10,Fall,0,0,Small_Business,High,36-45,5,West_Coast,Subtropical,Rural,Hybrid,Analog_Meter,Good,Single_Family,2598,1975,None,94.07,67.51,28.58,18.81,0.0362,High_Consumption,Shift_Work,Early_Bird,78.3,Extreme_High,0.095,18,"TV,Dishwasher,Heater,Refrigerator,Water_Heater,Air_Conditioner,Dryer,Computer,Microwave,Gaming_Console,Oven,Washing_Machine",86.54,11.26,10.3,Usage pattern indicates high_consumption behavior with 18.8 kWh per person.,Good efficiency at 78.29432979008354 with room for improvement. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
223,CUST0223,2024-11-21T13:28:00,2024-11-21,13:28:00,13,Thursday,11,Fall,0,0,Industrial,Very_High,26-35,3,West_Coast,Subtropical,Suburban,Hybrid,Smart_Meter,Excellent,Warehouse,1792,1965,Energy_Star,41.73,29.4,9.33,13.91,0.0233,Average,Unemployed,Regular,95.6,Extreme_High,0.03,8,"Air_Conditioner,TV,Dishwasher,Water_Heater,Microwave,Oven,Washing_Machine,Refrigerator",38.39,4.81,12.5,Energy consumption of 41.7 kWh for warehouse with 3 occupants.,Excellent efficiency rating of 95.64332092868806 with Energy_Star certification. Building constructed in 1965 with 8 appliances.,Optimize HVAC system settings
224,CUST0224,2024-09-05T00:50:00,2024-09-05,00:50:00,0,Thursday,9,Fall,0,0,Small_Business,Medium,56-65,7,Northeast,Temperate,Suburban,Solar,Smart_Meter,Poor,Single_Family,2878,1955,None,39.0,30.15,10.34,5.57,0.0135,Minimalist,Shift_Work,Irregular,100,Moderate_Usage,0.758,19,"Microwave,TV,Computer,Washing_Machine,Gaming_Console,Oven,Water_Heater,Dryer,Heater,Air_Conditioner,Dishwasher,Refrigerator",35.88,5.46,18.3,Usage pattern indicates minimalist behavior with 5.6 kWh per person.,Excellent efficiency rating of 100 with None certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
225,CUST0225,2024-07-17T07:57:00,2024-07-17,07:57:00,7,Wednesday,7,Summer,0,0,Industrial,High,56-65,1,Southwest,Temperate,Rural,Grid,Smart_Meter,Excellent,Office,2387,2000,LEED_Silver,64.77,47.39,19.84,64.77,0.0271,Tech_Heavy,Remote,Night_Owl,68.0,Extreme_High,1.0,6,"Air_Conditioner,Gaming_Console,Dryer,Computer,Refrigerator,Heater",59.59,9.59,10.5,Tech_Heavy lifestyle with 64.8 kWh per person during morning.,Good efficiency at 68.0 with room for improvement. Building constructed in 2000 with 6 appliances.,Optimize HVAC system settings
226,CUST0226,2024-05-05T22:53:00,2024-05-05,22:53:00,22,Sunday,5,Spring,1,0,Industrial,Low,56-65,6,Southwest,Polar,Urban,Hybrid,Smart_Meter,Fair,Condo,2312,1960,Energy_Star,269.19,178.03,75.76,44.86,0.1164,High_Consumption,Shift_Work,Regular,93.3,Extreme_High,1.0,8,"Gaming_Console,Washing_Machine,Oven,Heater,Water_Heater,Computer,Refrigerator,Dishwasher",247.65,29.2,17.3,Energy consumption of 269.2 kWh for condo with 6 occupants.,Excellent efficiency rating of 93.29333333333334 with Energy_Star certification. Building constructed in 1960 with 8 appliances.,Implement energy conservation practices
227,CUST0227,2024-04-02T00:45:00,2024-04-02,00:45:00,0,Tuesday,4,Spring,0,0,Residential,High,46-55,2,Midwest,Subtropical,Suburban,Wind,Digital_Meter,Poor,Single_Family,1822,1950,LEED_Gold,13.95,10.92,2.84,6.97,0.0077,Tech_Heavy,Hybrid,Irregular,94.8,Moderate_Usage,0.521,17,"Dishwasher,Oven,Refrigerator,Microwave,Computer,Heater,Dryer,Air_Conditioner,Gaming_Console,TV,Water_Heater,Washing_Machine",12.83,1.78,16.7,A 2-person household in a single_family showing 13.9 kWh usage.,Excellent efficiency rating of 94.80528570553713 with LEED_Gold certification. Building constructed in 1950 with 12 appliances.,Consider solar panel installation
228,CUST0228,2024-05-06T17:41:00,2024-05-06,17:41:00,17,Monday,5,Spring,0,0,Small_Business,High,56-65,7,Southwest,Tropical,Rural,Battery_Backup,Smart_Meter,Good,Townhouse,3100,1990,LEED_Gold,98.31,75.55,23.84,14.04,0.0317,Eco_Conscious,Unemployed,Irregular,100,Extreme_High,0.434,19,"Air_Conditioner,Oven,Washing_Machine,Refrigerator,Gaming_Console,Dryer,Water_Heater,Heater,Microwave,TV,Dishwasher,Computer",90.44,13.96,10.6,Eco_Conscious lifestyle with 14.0 kWh per person during evening.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
229,CUST0229,2024-09-30T18:04:00,2024-09-30,18:04:00,18,Monday,9,Fall,0,0,Large_Business,Low,46-55,2,Southeast,Polar,Suburban,Hybrid,Smart_Meter,Fair,Warehouse,1685,1975,LEED_Silver,49.46,35.17,16.78,24.73,0.0294,High_Consumption,Hybrid,Regular,83.7,Extreme_High,0.835,19,"Air_Conditioner,Microwave,Refrigerator,Washing_Machine,Water_Heater,Oven,Dryer,Computer,TV,Gaming_Console,Heater,Dishwasher",45.5,6.16,12.9,A 2-person household in a warehouse showing 49.5 kWh usage.,Excellent efficiency rating of 83.65 with LEED_Silver certification. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
230,CUST0230,2024-11-28T20:04:00,2024-11-28,20:04:00,20,Thursday,11,Fall,0,1,Residential,Very_High,65+,2,Midwest,Continental,Rural,Wind,Digital_Meter,Good,Warehouse,1536,1950,LEED_Platinum,7.49,5.71,2.43,3.74,0.0049,Average,Shift_Work,Early_Bird,100,Low_Usage,0.695,5,"Oven,Heater,Microwave,Dryer,Dishwasher",6.89,1.05,9.4,Usage pattern indicates average behavior with 3.7 kWh per person.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1950 with 5 appliances.,Maintain current efficient practices
231,CUST0231,2024-07-04T01:17:00,2024-07-04,01:17:00,1,Thursday,7,Summer,0,1,Industrial,Medium,18-25,4,Southwest,Tropical,Suburban,Battery_Backup,Analog_Meter,Poor,Apartment,1537,1990,LEED_Gold,130.17,100.17,26.63,32.54,0.0847,Tech_Heavy,Unemployed,Night_Owl,91.3,Extreme_High,1.0,9,"Water_Heater,Dishwasher,Washing_Machine,Oven,Dryer,Gaming_Console,Microwave,Air_Conditioner,Heater",119.75,19.33,18.6,Energy consumption of 130.2 kWh for apartment with 4 occupants.,Excellent efficiency rating of 91.315 with LEED_Gold certification. Building constructed in 1990 with 9 appliances.,Optimize HVAC system settings
232,CUST0232,2024-12-14T17:56:00,2024-12-14,17:56:00,17,Saturday,12,Winter,1,0,Industrial,Low,46-55,1,Midwest,Continental,Suburban,Wind,Smart_Meter,Poor,Condo,1438,1975,None,27.23,21.33,6.52,27.23,0.0189,Average,Remote,Regular,66.7,Extreme_High,1.0,19,"Microwave,Refrigerator,TV,Dryer,Water_Heater,Heater,Oven,Air_Conditioner,Dishwasher,Washing_Machine,Gaming_Console,Computer",25.05,3.17,6.3,A 1-person household in a condo showing 27.2 kWh usage.,Good efficiency at 66.74 with room for improvement. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings
233,CUST0233,2024-01-15T15:27:00,2024-01-15,15:27:00,15,Monday,1,Winter,0,1,Residential,High,36-45,4,Northeast,Continental,Urban,Wind,Smart_Meter,Fair,Office,3037,2010,LEED_Gold,121.72,92.09,25.85,30.43,0.0401,Tech_Heavy,Shift_Work,Early_Bird,95.8,Extreme_High,0.252,8,"Dishwasher,Refrigerator,Heater,TV,Microwave,Gaming_Console,Computer,Air_Conditioner",111.98,17.06,6.1,Usage pattern indicates tech_heavy behavior with 30.4 kWh per person.,Excellent efficiency rating of 95.815 with LEED_Gold certification. Building constructed in 2010 with 8 appliances.,Optimize HVAC system settings
234,CUST0234,2024-02-03T03:43:00,2024-02-03,03:43:00,3,Saturday,2,Winter,1,0,Residential,Low,36-45,7,Southwest,Tropical,Rural,Hybrid,Smart_Meter,Excellent,Condo,2769,1980,Energy_Star,233.98,145.2,74.65,33.43,0.0845,Tech_Heavy,Remote,Regular,95.1,Extreme_High,0.509,5,"Computer,Gaming_Console,Microwave,Dryer,Dishwasher",215.26,24.19,20.8,Tech_Heavy lifestyle with 33.4 kWh per person during night.,Excellent efficiency rating of 95.08857142857143 with Energy_Star certification. Building constructed in 1980 with 5 appliances.,Maintain current efficient practices
235,CUST0235,2024-10-20T04:40:00,2024-10-20,04:40:00,4,Sunday,10,Fall,1,0,Large_Business,High,46-55,8,West_Coast,Continental,Urban,Solar,Smart_Meter,Excellent,Single_Family,3199,1960,LEED_Silver,105.4,70.49,41.66,13.17,0.0329,High_Consumption,Office,Night_Owl,100,Extreme_High,0.485,14,"Air_Conditioner,Microwave,Oven,Heater,Refrigerator,Water_Heater,TV,Dishwasher,Computer,Dryer,Washing_Machine,Gaming_Console",96.97,13.92,9.0,A 8-person household in a single_family showing 105.4 kWh usage.,Excellent efficiency rating of 100 with LEED_Silver certification. Building constructed in 1960 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
236,CUST0236,2024-06-23T06:42:00,2024-06-23,06:42:00,6,Sunday,6,Summer,1,0,Industrial,Very_High,56-65,6,West_Coast,Polar,Suburban,Battery_Backup,Digital_Meter,Poor,Townhouse,2732,1960,LEED_Platinum,160.2,122.59,32.25,26.7,0.0586,Minimalist,Shift_Work,Night_Owl,89.9,Extreme_High,0.222,12,"Water_Heater,Dryer,Computer,Heater,Gaming_Console,Air_Conditioner,Microwave,Washing_Machine,TV,Refrigerator,Dishwasher,Oven",147.38,16.1,12.2,A 6-person household in a townhouse showing 160.2 kWh usage.,Excellent efficiency rating of 89.89333333333333 with LEED_Platinum certification. Building constructed in 1960 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
237,CUST0237,2024-03-13T09:28:00,2024-03-13,09:28:00,9,Wednesday,3,Spring,0,0,Small_Business,High,18-25,1,Southeast,Subtropical,Suburban,Solar,Smart_Meter,Fair,Warehouse,1333,1960,LEED_Silver,4.7,3.25,1.29,4.7,0.0035,Average,Remote,Night_Owl,92.6,Moderate_Usage,0.559,8,"Refrigerator,Heater,Washing_Machine,TV,Dishwasher,Air_Conditioner,Computer,Gaming_Console",4.32,0.56,8.4,Usage pattern indicates average behavior with 4.7 kWh per person.,Excellent efficiency rating of 92.63973122005731 with LEED_Silver certification. Building constructed in 1960 with 8 appliances.,Maintain current efficient practices
238,CUST0238,2024-12-30T02:07:00,2024-12-30,02:07:00,2,Monday,12,Winter,0,0,Small_Business,Medium,26-35,4,West_Coast,Continental,Rural,Wind,Digital_Meter,Poor,Warehouse,2190,1965,LEED_Platinum,54.13,37.99,18.96,13.53,0.0247,Average,Unemployed,Regular,100,Extreme_High,0.228,15,"Dryer,Refrigerator,Oven,Washing_Machine,Computer,Dishwasher,Microwave,Heater,Water_Heater,Gaming_Console,Air_Conditioner,TV",49.8,7.16,15.2,Usage pattern indicates average behavior with 13.5 kWh per person.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
239,CUST0239,2024-09-22T14:11:00,2024-09-22,14:11:00,14,Sunday,9,Fall,1,0,Large_Business,High,56-65,8,Southwest,Continental,Suburban,Battery_Backup,Digital_Meter,Excellent,Apartment,2031,1965,LEED_Gold,72.96,52.3,21.38,9.12,0.0359,Eco_Conscious,Hybrid,Regular,100,High_Usage,0.439,17,"Air_Conditioner,Washing_Machine,Microwave,Oven,Dishwasher,Computer,Refrigerator,Heater,Dryer,Gaming_Console,TV,Water_Heater",67.12,9.56,13.5,Usage pattern indicates eco_conscious behavior with 9.1 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
240,CUST0240,2024-08-09T13:23:00,2024-08-09,13:23:00,13,Friday,8,Summer,0,0,Industrial,High,36-45,7,Northeast,Subtropical,Suburban,Solar,Digital_Meter,Excellent,Townhouse,2850,2020,LEED_Platinum,434.03,286.7,157.6,62.0,0.1523,Tech_Heavy,Unemployed,Early_Bird,100,Extreme_High,1.0,12,"Dishwasher,Water_Heater,Heater,Microwave,Refrigerator,Oven,Air_Conditioner,Washing_Machine,Gaming_Console,TV,Dryer,Computer",399.31,58.24,10.5,Tech_Heavy lifestyle with 62.0 kWh per person during afternoon.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
241,CUST0241,2024-10-05T08:00:00,2024-10-05,08:00:00,8,Saturday,10,Fall,1,0,Large_Business,High,36-45,7,Southwest,Polar,Rural,Grid,Digital_Meter,Good,Condo,2920,1965,LEED_Gold,188.03,126.91,59.32,26.86,0.0644,Eco_Conscious,Hybrid,Irregular,85.2,Extreme_High,0.15,19,"Microwave,Dishwasher,Water_Heater,Dryer,TV,Computer,Air_Conditioner,Gaming_Console,Heater,Oven,Washing_Machine,Refrigerator",172.99,20.01,23.9,A 7-person household in a condo showing 188.0 kWh usage.,Excellent efficiency rating of 85.15714285714286 with LEED_Gold certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
242,CUST0242,2024-09-12T21:53:00,2024-09-12,21:53:00,21,Thursday,9,Fall,0,0,Large_Business,High,26-35,7,Southwest,Continental,Rural,Battery_Backup,Digital_Meter,Fair,Office,3916,1950,None,307.34,190.14,67.88,43.91,0.0785,Average,Office,Irregular,71.8,Extreme_High,0.401,11,"TV,Dishwasher,Gaming_Console,Water_Heater,Dryer,Computer,Refrigerator,Washing_Machine,Air_Conditioner,Oven,Heater",282.76,39.23,5.6,Usage pattern indicates average behavior with 43.9 kWh per person.,Good efficiency at 71.81142857142856 with room for improvement. Building constructed in 1950 with 11 appliances.,Optimize HVAC system settings
243,CUST0243,2024-01-14T05:12:00,2024-01-14,05:12:00,5,Sunday,1,Winter,1,0,Residential,Very_High,36-45,4,Southeast,Temperate,Rural,Battery_Backup,Smart_Meter,Poor,Single_Family,2105,1975,None,25.0,16.55,9.09,6.25,0.0119,Eco_Conscious,Shift_Work,Night_Owl,93.7,Moderate_Usage,0.629,9,"Gaming_Console,TV,Computer,Dishwasher,Heater,Air_Conditioner,Water_Heater,Microwave,Oven",23.0,3.33,8.2,Energy consumption of 25.0 kWh for single_family with 4 occupants.,Excellent efficiency rating of 93.7244699636775 with None certification. Building constructed in 1975 with 9 appliances.,Optimize HVAC system settings; Consider solar panel installation
